,Provinsi (PDRB),Pengeluaran Konsumsi Rumah Tangga Triwulan I,Pengeluaran Konsumsi Rumah Tangga Triwulan II,Pengeluaran Konsumsi Rumah Tangga Triwulan III,Pengeluaran Konsumsi Rumah Tangga Triwulan IV,Pengeluaran Konsumsi Rumah Tangga Tahunan,Pengeluaran Konsumsi LNPRT Triwulan I,Pengeluaran Konsumsi LNPRT Triwulan II,Pengeluaran Konsumsi LNPRT Triwulan III,Pengeluaran Konsumsi LNPRT Triwulan IV,Pengeluaran Konsumsi LNPRT Tahunan,Pengeluaran Konsumsi Pemerintah Triwulan I,Pengeluaran Konsumsi Pemerintah Triwulan II,Pengeluaran Konsumsi Pemerintah Triwulan III,Pengeluaran Konsumsi Pemerintah Triwulan IV,Pengeluaran Konsumsi Pemerintah Tahunan,Pembentukan Modal Tetap Bruto Triwulan I,Pembentukan Modal Tetap Bruto Triwulan II,Pembentukan Modal Tetap Bruto Triwulan III,Pembentukan Modal Tetap Bruto Triwulan IV,Pembentukan Modal Tetap Bruto Tahunan,Perubahan Inventori Triwulan I,Perubahan Inventori Triwulan II,Perubahan Inventori Triwulan III,Perubahan Inventori Triwulan IV,Perubahan Inventori Tahunan,Net Ekspor Triwulan I,Net Ekspor Triwulan II,Net Ekspor Triwulan III,Net Ekspor Triwulan IV,Net Ekspor Tahunan,PDRB Triwulan I,PDRB Triwulan II,PDRB Triwulan III,PDRB Triwulan IV,PDRB Tahunan,Tahun
364,DI YOGYAKARTA,22274.92,23056.45,23480.65,23624.07,92436.09,1160.85,1191.77,1112.24,1148.87,4613.73,4684.31,5137.07,5373.55,7239.52,22434.45,10889.27,11760.51,12643.65,14282.7,49576.13,662.9,710.45,-26.56,156.41,1503.2,-5492.56,-7416.12,-6359.58,-10247.65,-29515.92,34179.69,34440.12,36223.95,36203.92,141047.69,2019
365,JAWA TIMUR,334202.06,352024.51,354684.58,355693.34,1396604.49,6842.52,7194.76,6865.61,6984.8,27887.7,23121.01,32231.36,36052.67,39598.89,131003.94,155395.11,164485.96,173613.95,176495.86,669990.88,6066.55,7562.87,11676.28,3829.46,29135.15,35965.6,20642.41,22424.84,11893.55,90926.4,561592.84,584141.88,605317.94,594495.9,2345548.55,2019
366,BANTEN,84012.99,86418.35,88343.36,89386.42,348161.12,736.41,776.02,773.69,777.69,3063.81,5460.15,6849.68,7180.72,10254.3,29744.84,51024.73,53049.88,54637.68,56345.97,215058.26,13.37,13.36,31.43,27.44,85.6,18068.82,15427.25,16912.59,14799.05,65207.71,159316.47,162534.54,167879.47,171590.86,661321.34,2019
367,BALI,29140.86,29762.98,30983.65,31252.54,121140.03,821.14,769.55,788.76,784.24,3163.69,4872.1,6533.92,6763.36,8542.77,26712.14,18184.45,18419.52,19348.9,18933.78,74886.65,177.65,170.06,132.22,110.04,589.96,6822.63,6380.88,6573.35,5664.76,25441.62,60018.83,62036.9,64590.24,65288.13,251934.1,2019
368,NUSA TENGGARA BARAT,20437.95,21073.11,21098.02,21306.58,83915.66,551.77,560.3,561.64,527.98,2201.69,4568.44,5256.58,5148.03,5265.79,20238.84,12254.17,12751.51,13158.34,13772.85,51936.87,200.14,205.08,204.26,203.53,813.0,-6950.89,-6869.53,-6162.34,-6623.19,-26605.95,31061.58,32977.05,34007.94,34453.53,132500.1,2019
369,NUSA TENGGARA TIMUR,18360.62,19271.4,19141.74,20117.61,76891.37,879.4,929.55,858.71,894.3,3561.96,4161.62,6748.23,8822.51,10099.7,29832.07,11351.61,11939.41,13574.05,14402.32,51267.39,221.06,259.63,262.71,266.04,1009.44,-10209.93,-12647.27,-15281.01,-17692.23,-55830.45,24764.37,26500.95,27378.71,28087.74,106731.76,2019
370,KALIMANTAN BARAT,27398.64,28228.0,27600.21,27539.59,110766.44,661.56,686.66,672.75,717.86,2738.83,4957.84,5408.5,6142.34,8359.21,24867.89,16038.64,16493.74,17371.17,18706.01,68609.56,454.01,-1316.1,1517.54,245.21,900.67,1652.27,1205.07,1115.81,293.8,4266.95,51162.96,50705.86,54419.83,55861.69,212150.33,2019
371,KALIMANTAN TENGAH,14825.28,15294.24,15710.52,16138.17,61968.21,521.53,535.42,552.76,574.64,2184.34,4348.02,4866.68,5096.6,5472.74,19784.04,14832.92,15368.6,16505.97,17949.33,64656.83,455.49,503.16,476.68,525.21,1960.54,1835.26,509.7,-973.16,-1879.65,-507.85,36818.5,37077.79,37369.37,38780.44,150046.1,2019
372,KALIMANTAN SELATAN,20900.05,21748.1,22100.18,22212.34,86960.67,476.19,492.62,487.61,508.49,1964.91,3960.98,5872.61,5772.86,6547.67,22154.12,10535.0,10748.6,11680.65,12029.52,44993.77,421.45,425.37,488.5,-655.15,680.17,5397.23,5637.09,7015.9,5753.78,23804.0,41690.9,44924.39,47545.7,46396.65,180557.64,2019
373,KALIMANTAN TIMUR,26916.4,27405.47,27671.4,27774.38,109767.66,810.38,816.48,824.05,788.45,3239.36,3993.52,5665.78,6659.49,10041.76,26360.55,45142.82,45169.54,46655.07,51112.51,188079.94,446.33,118.0,127.92,76.1,768.36,85977.05,83477.53,80646.57,74163.24,324264.39,163286.5,162652.8,162584.51,163956.44,652480.26,2019
374,KALIMANTAN UTARA,3884.63,3968.64,4055.68,4095.34,16004.28,178.84,182.63,184.46,188.71,734.65,1269.31,1703.81,1758.81,1961.07,6693.0,7384.6,7480.12,7919.4,8370.99,31155.11,71.8,75.34,76.85,73.98,297.97,10109.06,10343.69,10350.39,10821.78,41624.92,22898.25,23754.22,24345.59,25511.87,96509.93,2019
375,SULAWESI UTARA,13512.67,14227.6,14443.78,14925.02,57109.07,750.78,725.65,690.82,725.99,2893.25,4635.15,5589.22,5381.32,6576.31,22182.0,10068.35,10777.11,12715.59,13932.06,47493.11,1.68,1.94,1.92,1.96,7.5,501.83,151.86,-94.26,-117.85,441.59,29470.47,31473.38,33139.18,36043.48,130126.51,2019
376,SULAWESI TENGAH,18725.13,19633.53,20264.13,20798.77,79421.56,930.82,765.53,792.48,867.5,3356.33,2302.89,5241.89,5504.39,6743.54,19792.71,12634.23,17248.44,19100.36,23163.38,72146.42,-542.67,461.33,294.91,-662.15,-448.57,8602.63,1933.61,1944.32,-1008.92,11471.64,42653.02,45284.34,47900.59,49902.13,185740.09,2019
377,SULAWESI SELATAN,66353.58,68259.02,69488.97,70362.07,274463.64,1871.42,2034.05,2203.54,2045.49,8154.5,7745.21,12296.06,12130.21,17257.8,49429.29,43648.07,45961.17,48331.35,50470.82,188411.4,574.56,485.36,211.52,-787.17,484.27,-2207.39,-2301.01,1065.87,-13179.84,-16622.37,117985.45,126734.66,133431.45,126169.16,504320.73,2019
378,SULAWESI TENGGARA,14889.97,15883.95,16373.58,16318.92,63466.42,326.09,350.3,337.88,344.07,1358.34,3622.41,4917.04,5037.98,5301.55,18878.98,11471.69,12443.99,13339.04,13862.09,51116.81,-65.99,-63.62,253.22,-176.11,-52.5,-676.46,-1577.23,-1953.29,-1335.93,-5542.91,29567.71,31954.43,33388.42,34314.59,129225.15,2019
379,GORONTALO,6060.17,6309.17,6473.93,6589.06,25432.33,75.04,78.25,77.93,79.11,310.33,1478.48,2303.23,2333.44,2609.99,8725.13,2766.37,2831.87,2964.91,3090.12,11653.27,493.07,140.53,202.96,76.46,913.02,-900.81,-1579.72,-1611.6,-1796.49,-5888.62,9972.32,10083.32,10441.57,10648.23,41145.45,2019
380,SULAWESI BARAT,5601.58,5742.98,5920.59,5993.57,23258.71,87.91,88.78,87.23,87.88,351.8,1073.66,1882.66,2448.57,2692.7,8097.59,3220.06,3336.81,3523.26,3693.75,13773.89,-21.34,126.27,232.91,110.68,448.52,662.17,124.4,-291.69,-59.61,435.27,10624.05,11301.9,11920.86,12518.98,46365.79,2019
381,MALUKU,7639.19,7966.15,8283.62,8573.57,32462.53,271.8,281.87,297.43,314.01,1165.11,3799.77,4364.57,4513.89,6007.98,18686.21,3629.61,3748.54,3962.72,4132.41,15473.28,65.11,66.13,66.72,67.57,265.53,-4320.66,-5021.85,-5443.96,-7113.36,-21899.83,11084.82,11405.41,11680.41,11982.18,46152.82,2019
382,MALUKU UTARA,5185.25,5394.41,5395.65,5424.71,21400.02,136.81,145.8,149.21,140.63,572.45,2333.34,2981.36,2924.82,3964.77,12204.29,1334.5,2541.21,7332.53,6975.35,18183.59,-330.43,94.28,159.03,-27.85,-104.97,884.57,-1344.22,-6013.89,-6086.35,-12559.89,9544.04,9812.83,9947.36,10391.26,39695.49,2019
383,PAPUA BARAT,5865.27,6182.39,6212.84,6306.64,24567.13,217.05,224.24,222.1,219.6,882.99,2887.49,4165.99,4217.04,5985.55,17256.06,3849.72,4315.74,4770.2,5430.47,18366.13,-71.41,1081.99,358.83,-458.29,911.12,7112.4,4374.41,5850.69,5036.03,22373.53,19860.51,20344.77,21631.69,22520.0,84356.97,2019
384,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
385,PAPUA,24981.34,26191.36,26537.44,27651.67,105361.8,1345.38,1250.55,1095.42,1159.15,4850.5,9308.32,10286.36,10910.44,13393.08,43898.19,15963.85,16915.11,17828.58,19289.79,69997.33,-1619.21,-646.38,972.69,-1081.6,-2374.5,-5678.22,-8595.14,-7137.03,-10812.23,-32222.63,44301.46,45401.85,50207.53,49599.85,189510.7,2019
386,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
387,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
388,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
389,TOTAL,2142769.35,2222883.23,2258197.8,2283154.43,8907004.8,51193.54,53003.8,50992.57,51449.47,206639.38,254494.76,363043.88,351897.13,470319.15,1439754.92,1218854.79,1258591.82,1328054.8,1381200.33,5186701.74,33711.17,35950.15,58555.68,21497.0,149714.0,145699.3,50502.36,59087.56,-105385.48,149903.75,3846722.91,3983975.24,4106785.54,4102234.89,16039718.58,2019
390,ACEH,26522.61,26408.56,25972.31,25524.98,104428.47,909.3,929.16,947.03,885.05,3670.54,5471.1,9533.91,9705.52,11785.13,36495.66,15068.51,15068.86,16259.33,16821.39,63218.09,-191.52,-374.07,78.13,527.75,40.3,-6407.23,-11449.42,-10819.51,-12804.58,-41480.74,41372.76,40117.01,42142.82,42739.73,166372.32,2020
391,SUMATERA UTARA,110411.29,101683.12,104654.64,106328.04,423077.08,1900.36,1873.53,1856.48,1873.52,7503.89,12702.7,14526.12,14055.33,14442.24,55726.39,63458.77,60079.94,61815.0,63156.89,248510.59,3584.8,3878.33,4095.34,3828.85,15387.32,13671.5,13930.74,17292.65,16088.14,60983.03,205729.42,195971.77,203769.44,205717.68,811188.31,2020
392,SUMATERA BARAT,34115.22,31650.77,32065.22,33055.2,130886.4,677.78,662.94,667.86,691.81,2700.39,5423.05,6876.45,6903.71,9342.21,28545.43,18279.97,17480.79,18075.0,18751.29,72587.05,23.23,-20.35,166.09,192.49,361.46,3208.82,1076.63,2649.92,-121.96,6813.4,61728.06,57727.23,60527.8,61911.04,241894.13,2020
393,RIAU,72429.31,68887.07,71250.1,71810.02,284376.49,1056.74,1142.76,1197.43,1228.3,4625.22,6182.52,6216.31,6885.37,9731.75,29015.96,66423.95,62830.05,64176.98,67680.45,261111.43,2942.61,9187.39,-283.3,-291.82,11554.89,39437.09,17649.35,40205.39,39623.65,136915.48,188472.23,165912.93,183431.96,189782.35,727599.47,2020
394,JAMBI,25106.54,22985.85,23621.81,24936.83,96651.04,315.27,314.63,318.07,326.95,1274.91,2270.41,4318.7,4799.42,6489.99,17878.52,10793.37,10770.16,11436.8,13354.43,46354.76,-879.42,-486.47,961.89,1957.19,1553.19,15674.89,10513.08,9652.16,5529.45,41369.58,53281.06,48415.95,50790.15,52594.84,205081.99,2020
395,SUMATERA SELATAN,77194.55,71340.54,73304.48,73765.79,295605.35,1748.82,1596.91,1718.27,1684.58,6748.58,5600.2,7755.15,7860.05,10779.61,31995.0,39596.5,39847.68,41257.82,41949.12,162651.12,251.68,-983.36,-742.5,-498.15,-1972.33,-10222.17,-8616.83,-7764.49,-13816.82,-40420.32,114169.57,110940.07,115633.63,113864.12,454607.4,2020
396,BENGKULU,11711.71,11512.22,11575.08,11511.86,46310.87,415.2,417.5,432.86,456.37,1721.94,3182.31,3320.64,3660.63,4098.29,14261.87,7262.14,7181.11,7619.34,8039.82,30102.4,285.85,347.86,280.24,46.44,960.38,-4431.53,-4869.03,-5108.47,-5643.16,-20052.19,18425.68,17910.29,18459.67,18509.62,73305.27,2020
397,LAMPUNG,56774.6,53765.04,54971.38,55414.1,220925.12,1492.7,1435.61,1524.38,1551.57,6004.26,5182.42,6528.63,7165.17,9931.65,28807.87,28881.77,28194.83,29720.66,29807.89,116605.16,455.28,434.75,632.2,406.48,1928.7,-3723.77,-2576.83,-2030.93,-12914.48,-21246.02,89063.0,87782.02,91982.86,84197.21,353025.09,2020
398,KEP. BANGKA BELITUNG,12406.89,11918.12,12049.73,12085.43,48460.16,148.18,147.59,153.64,162.3,611.7,1588.25,2187.33,2251.16,2553.31,8580.05,5323.01,5054.6,5187.07,5289.94,20854.63,-85.48,119.12,-135.09,160.0,58.54,-646.51,-1381.37,-627.36,-390.08,-3045.32,18734.33,18045.39,18879.16,19860.9,75519.77,2020
399,KEP. RIAU,27796.78,26552.74,27092.23,27461.51,108903.26,161.34,156.7,157.36,169.68,645.08,2105.4,3038.42,3637.52,5381.44,14162.79,28470.13,26627.78,27548.26,28641.13,111287.31,-142.88,229.58,358.93,-361.15,84.49,7170.14,3444.73,3854.46,4543.1,19012.43,65560.91,60049.95,62648.78,65835.71,254095.35,2020
400,DKI JAKARTA,447332.76,417410.77,420047.15,437704.82,1722495.5,14832.62,14943.98,14959.84,15003.07,59739.5,71856.63,91546.43,107477.58,140921.75,411802.38,258718.77,222023.05,242039.87,246566.38,969348.08,-14994.67,-28846.15,1083.13,-15853.17,-58610.87,-55545.41,-79421.07,-91598.02,-110936.6,-337501.1,722200.69,637657.0,694009.55,713406.24,2767273.49,2020
401,JAWA BARAT,356239.5,331239.69,342820.18,348605.02,1378904.38,3387.35,3395.61,3217.31,3340.68,13340.95,17569.88,28671.78,29433.33,40991.17,116666.16,126152.26,115585.38,122067.84,125374.75,489180.23,18037.32,18150.71,-4466.07,-4418.01,27303.94,8204.87,10217.03,29583.46,8706.24,56711.59,529591.17,507260.19,522656.04,522599.85,2082107.26,2020
402,JAWA TENGAH,209353.04,198885.92,205436.97,208419.57,822095.5,4019.74,4045.65,3956.85,4042.37,16064.61,17052.44,22023.89,25921.02,33681.48,98678.84,105421.22,96784.32,106451.36,109158.49,417815.4,8432.25,5354.88,5655.13,-6644.89,12797.37,-2894.2,-2707.3,-3593.41,-11034.32,-20229.23,341384.5,324387.36,343827.92,337622.7,1347222.49,2020
403,DI YOGYAKARTA,23523.54,22625.83,23311.32,23292.85,92753.54,1085.08,1019.21,1098.07,1175.96,4378.32,5001.52,5314.88,5454.27,7119.13,22889.81,10632.17,9866.65,11166.54,12654.06,44319.42,686.16,780.12,-21.87,186.61,1631.02,-6330.77,-7557.01,-5851.18,-8115.32,-27854.27,34597.7,32049.68,35157.16,36313.29,138117.84,2020
404,JAWA TIMUR,355743.68,336432.05,346087.21,360474.84,1398737.77,7172.99,7039.94,7119.57,7149.21,28481.7,17982.37,29993.82,29153.55,40387.62,117517.35,163267.95,152428.37,167445.6,164851.04,647992.96,5603.24,1989.9,2022.94,2188.93,11805.01,33119.65,21275.16,34740.03,6138.0,95272.84,582889.87,549159.25,586568.89,581189.63,2299807.64,2020
405,BANTEN,89464.61,83250.5,85495.01,87650.76,345860.88,774.23,707.58,696.88,744.23,2922.92,5740.57,6632.55,6854.8,8160.61,27388.52,53873.26,52809.69,55419.3,57601.83,219704.08,22.53,-2.93,-2.88,-2.86,13.86,15161.63,2530.12,5859.33,6454.04,30005.12,165036.83,145927.51,154322.44,160608.6,625895.38,2020
406,BALI,30947.41,29478.77,29832.81,29698.72,119957.69,795.82,740.49,754.93,764.58,3055.82,4809.96,6452.84,7221.09,8854.55,27338.43,17836.36,16345.81,16467.17,16844.3,67493.63,109.81,112.95,115.3,117.72,455.78,5401.04,754.79,436.77,-668.24,5924.36,59900.39,53885.64,54828.06,55611.62,224225.72,2020
407,NUSA TENGGARA BARAT,21307.12,20328.63,19905.01,20539.99,82080.74,525.15,536.32,560.48,556.79,2178.74,4872.83,5044.62,5351.81,5461.02,20730.28,12443.79,11090.65,12256.41,13697.85,49488.7,217.32,202.07,203.42,201.54,824.35,-6552.39,-4361.34,-4219.95,-6555.37,-21689.06,32813.81,32840.94,34057.17,33901.82,133613.74,2020
408,NUSA TENGGARA TIMUR,19563.31,18426.88,18499.05,18601.75,75091.0,890.68,842.16,861.7,885.59,3480.13,3789.52,5999.84,7604.95,9666.84,27061.16,11540.83,11067.89,12456.48,12520.8,47586.0,265.86,278.31,282.46,279.07,1105.69,-10092.24,-10574.92,-12738.65,-14435.71,-47841.52,25957.95,26040.16,26965.99,27518.35,106482.45,2020
409,KALIMANTAN BARAT,29198.99,26995.51,27576.69,27592.39,111363.58,702.7,653.71,666.81,726.48,2749.7,6056.17,5554.09,6450.05,8044.18,26104.49,16428.49,15924.42,16750.3,17693.18,66796.4,211.97,-2181.74,-4029.28,-1635.09,-7634.15,2060.99,3450.27,5866.0,3193.07,14570.33,54659.31,50396.25,53280.58,55614.21,213950.35,2020
410,KALIMANTAN TENGAH,16191.91,15880.64,15926.47,16249.72,64248.73,554.4,554.32,562.86,624.25,2295.84,4397.99,4428.7,5413.17,5717.83,19957.68,16029.26,15776.2,16287.9,16814.05,64907.4,530.73,574.13,543.14,533.65,2181.65,833.79,-1315.46,-907.37,-14.88,-1403.92,38538.08,35898.53,37826.17,39924.62,152187.39,2020
411,KALIMANTAN SELATAN,22241.65,21280.81,21985.11,22105.5,87613.07,482.13,480.18,485.93,490.71,1938.95,4228.5,5479.63,5624.44,7005.36,22337.92,11315.99,10690.04,11328.59,11629.65,44964.27,-1035.15,-251.99,149.61,1208.1,70.57,7107.95,6187.96,5910.32,3031.02,22237.24,44341.07,43866.63,45483.99,45470.34,179162.02,2020
412,KALIMANTAN TIMUR,28056.84,27258.54,27616.27,27889.64,110821.28,762.58,799.57,835.48,850.69,3248.32,4367.04,5597.32,7163.59,10001.22,27129.17,46242.08,46000.16,47124.76,48891.1,188258.1,398.53,212.26,383.1,234.77,1228.65,83682.22,66395.51,61868.49,65112.73,277058.96,163509.29,146263.36,144991.69,152980.14,607744.49,2020
413,KALIMANTAN UTARA,4099.78,3984.43,3995.41,3917.93,15997.56,186.74,180.76,186.67,192.11,746.28,1391.03,1944.71,1974.08,2307.37,7617.18,7882.16,7269.19,7710.44,8161.12,31022.9,76.8,95.0,87.34,87.91,347.04,11653.96,10779.48,11011.33,11247.48,44692.25,25290.46,24253.56,24965.27,25913.93,100423.21,2020
414,SULAWESI UTARA,14360.4,13569.47,14411.84,14871.06,57212.77,756.3,702.4,680.63,742.03,2881.37,3548.61,4123.89,4224.6,5199.8,17096.89,10939.54,10132.81,11984.46,13666.53,46723.34,1.85,1.96,2.59,2.61,9.0,2195.79,2297.12,1998.17,1815.59,8306.68,31802.5,30827.64,33302.3,36297.62,132230.06,2020
415,SULAWESI TENGAH,19666.09,18862.21,19462.91,19633.38,77624.59,780.49,785.19,816.05,927.89,3309.62,2606.25,5218.76,6177.88,6083.26,20086.15,13441.53,15667.44,17233.38,21050.41,67392.77,136.14,582.94,160.85,164.08,1044.01,11087.28,6579.55,5612.28,4704.53,27983.64,47717.77,47696.1,49463.35,52563.56,197440.78,2020
416,SULAWESI SELATAN,71589.0,68092.37,69254.03,69658.61,278594.01,1926.72,1930.84,2093.82,1962.4,7913.78,8070.64,12199.66,11877.94,16528.74,48676.99,47633.68,45970.31,50847.75,54398.35,198850.09,591.1,643.98,655.87,-1214.17,676.79,-6555.68,-6982.54,-2200.86,-14920.04,-30659.13,123255.46,121854.63,132528.55,126413.88,504052.53,2020
417,SULAWESI TENGGARA,16024.45,15558.66,16363.26,16444.28,64390.66,323.05,323.98,338.55,349.85,1335.41,3575.57,4691.5,5170.97,5290.93,18728.98,11979.68,12028.22,13024.11,13492.39,50524.41,138.58,-159.31,485.3,-226.58,237.99,-478.46,-986.12,-2232.19,-1413.41,-5110.18,31562.87,31456.93,33150.01,33937.46,130107.27,2020
418,GORONTALO,6596.35,6093.05,6563.7,6607.13,25860.22,76.66,76.6,77.89,79.35,310.49,1667.63,2041.52,2070.96,2467.67,8247.78,2863.33,2926.62,2937.19,2964.45,11691.59,608.67,39.49,45.09,38.2,731.45,-1213.06,-970.58,-1145.77,-1782.24,-5111.65,10599.58,10206.7,10549.06,10374.55,41729.89,2020
419,SULAWESI BARAT,6019.91,5941.72,6092.87,6109.13,24163.63,83.43,84.82,85.16,84.7,338.1,1095.48,1687.9,2395.2,2480.85,7659.43,3348.05,2972.35,3147.26,3231.37,12699.03,-21.75,-212.41,-90.68,-63.68,-388.52,977.66,914.47,-21.69,123.79,1994.24,11502.79,11388.86,11608.12,11966.15,46465.91,2020
420,MALUKU,8098.95,8080.29,8242.65,8492.42,32914.31,316.94,301.88,305.06,311.75,1235.63,2705.3,3521.11,3898.16,4770.35,14894.92,3720.43,3835.53,4034.16,3974.93,15565.05,70.01,70.28,72.38,73.35,286.02,-3241.04,-4420.78,-5028.77,-5941.86,-18632.46,11670.59,11388.31,11523.64,11680.92,46263.47,2020
421,MALUKU UTARA,5426.71,5231.91,5476.4,5562.13,21697.15,136.53,125.75,129.7,137.39,529.38,2350.93,2797.56,2797.8,3288.2,11234.48,6046.44,5428.29,8196.36,4265.8,23936.89,56.87,110.79,-11.03,300.81,457.45,-3953.68,-3830.51,-5869.99,-1902.3,-15556.48,10063.8,9863.79,10719.25,11652.03,42298.87,2020
422,PAPUA BARAT,6321.54,6031.09,6247.25,6056.25,24656.13,194.04,203.06,223.66,222.58,843.34,3110.98,3390.03,4134.76,6068.76,16704.53,4042.48,4192.65,4670.93,5313.78,18219.84,-1109.57,1298.7,1070.51,-1554.22,-294.57,8379.92,5211.79,4526.34,5341.31,23459.36,20939.4,20327.32,20873.46,21448.46,83588.64,2020
423,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
424,PAPUA,26012.07,23943.1,25158.67,25924.41,101038.25,1157.69,1108.13,1122.26,1157.18,4545.26,9633.36,10090.57,11361.68,12912.41,43998.02,16328.71,16791.65,17693.85,18492.23,69306.44,-1132.55,592.0,434.56,-1522.3,-1628.29,-5772.14,-4827.81,-4574.29,-2898.88,-18073.11,46227.15,47697.64,51196.73,54065.05,199186.57,2020
425,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
426,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
427,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
428,TOTAL,2287849.08,2151586.86,2202365.25,2253996.02,8895797.22,50749.75,50259.43,50809.53,51551.97,203370.69,257189.53,338749.24,372131.57,477946.72,1446017.05,1261686.59,1176743.5,1261838.26,1296801.2,4997069.56,24146.19,11768.73,10242.84,-21549.59,24608.17,140968.91,26358.84,74734.21,-44658.1,197403.86,4022590.05,3755466.61,3972121.66,4014088.23,15764266.55,2020
429,ACEH,25337.62,26524.49,26937.72,27590.94,106390.77,869.24,875.95,914.52,930.7,3590.42,5360.92,10678.96,9767.6,12111.4,37918.88,15691.51,15775.95,16634.18,17349.7,65451.34,6.13,234.56,-4.62,-69.3,166.77,-5560.71,-8696.44,-6672.46,-7608.7,-28538.3,41704.72,45393.47,47576.95,50304.74,184979.88,2021
430,SUMATERA UTARA,106508.05,108670.54,109271.15,112075.97,436525.72,1800.79,1829.94,1878.4,1874.09,7383.22,12691.28,15008.98,15149.49,15583.26,58433.0,62535.73,65853.93,66396.33,68079.95,262865.94,3979.17,3824.54,3501.0,3560.16,14864.86,19442.45,17205.82,22201.83,21011.41,79861.52,206957.47,212393.75,218398.2,222184.84,859934.26,2021
431,SUMATERA BARAT,33792.03,34073.7,33817.37,34488.45,136171.55,697.05,715.36,693.96,688.37,2794.75,4821.44,7745.1,7068.48,9810.33,29445.35,18984.58,18589.09,18974.37,19553.24,76101.28,48.36,81.7,173.36,63.42,366.84,3359.71,914.58,2717.09,1229.05,8220.42,61703.16,62119.52,63444.63,65832.88,253100.2,2021
432,RIAU,72143.12,74400.72,75061.61,77804.21,299409.66,978.91,1075.25,1110.0,1243.84,4408.01,5205.51,7278.34,7659.48,7893.21,28036.53,68500.91,69090.68,70726.4,75695.19,284013.18,-1438.88,776.96,910.23,2083.91,2332.22,50236.03,49332.01,58815.29,62419.48,220802.8,195625.61,201953.95,214283.01,227139.84,839002.41,2021
433,JAMBI,25296.75,25419.88,25181.43,26960.33,102858.4,319.68,332.65,329.25,348.68,1330.25,2278.37,4887.92,4728.49,6437.64,18332.42,12436.84,12278.71,12455.36,14389.0,51559.91,1301.08,608.1,541.56,308.97,2759.71,11841.54,13700.72,16228.74,13682.46,55453.46,53474.26,57227.99,59464.83,62127.08,232294.15,2021
434,SUMATERA SELATAN,74611.8,76850.61,77314.49,79858.4,308635.3,1723.07,1814.32,1789.62,1803.45,7130.46,4938.86,8972.08,8845.4,11299.26,34055.6,40217.23,41947.1,40841.17,42430.06,165435.57,-440.23,630.8,-72.17,262.25,380.65,-6233.26,-9003.84,-1236.55,-5527.09,-22000.73,114817.46,121211.09,127481.96,130126.35,493636.85,2021
435,BENGKULU,11651.14,12312.03,11880.44,12308.03,48151.63,414.49,420.44,421.03,450.0,1705.97,3114.36,3749.1,3621.26,4288.32,14773.05,7777.9,7956.66,8126.76,8937.05,32798.37,162.07,-87.58,81.79,-127.38,28.89,-4346.64,-4392.77,-4228.74,-4887.11,-17855.26,18773.31,19957.88,19902.55,20968.91,79602.64,2021
436,LAMPUNG,56364.31,57691.14,57292.93,58654.78,230003.15,1530.99,1521.48,1567.1,1747.06,6366.63,5037.05,6948.69,7361.32,9969.43,29316.49,30076.18,30543.36,31936.63,32945.45,125501.61,738.71,534.98,-186.07,-266.18,821.43,-6022.86,-2909.11,-919.34,-10959.13,-20810.44,87724.38,94330.53,97052.56,92091.4,371198.88,2021
437,KEP. BANGKA BELITUNG,12092.8,12536.16,12512.23,13063.4,50204.59,153.3,154.5,160.81,163.44,632.04,1495.16,2427.4,2189.54,2731.34,8843.44,5193.38,5475.03,5508.19,5897.69,22074.29,168.21,141.54,119.16,26.41,455.32,944.05,402.59,1293.42,1111.54,3751.6,20046.9,21137.22,21783.35,22993.82,85961.29,2021
438,KEP. RIAU,27929.43,28165.85,27548.49,28352.3,111996.07,166.89,168.72,168.25,175.83,679.68,1944.09,3410.01,3377.98,5506.09,14238.16,29058.55,29281.49,29691.57,30200.23,118231.84,332.39,-232.03,372.8,-113.52,359.63,7464.92,6958.39,6734.15,8960.01,30117.47,66896.26,67752.41,67893.23,73080.95,275622.85,2021
439,DKI JAKARTA,445989.09,455480.68,444049.65,461281.95,1806801.38,14334.95,15445.51,15212.63,15540.7,60533.78,87850.85,112065.87,113414.3,142664.21,455995.23,242780.49,237838.66,251965.34,268550.41,1001134.89,3814.71,-3889.35,2107.27,-1014.41,1018.22,-80094.85,-95470.54,-104394.05,-132638.71,-412598.15,714675.23,721470.82,722355.14,754384.15,2912885.34,2021
